raw_character_text,spoken_words
Homer Simpson,No talking.
,
Homer Simpson,"Yeah, yeah. That'll eat up some time. Uh, how 'bout you, Otto."
Otto Mann,"My standards are just too high, you know. I feel like nobody's good enough for me."
Otto Mann,Whoa. You think you got 'em all but you forget about the eggs.
Lionel Hutz,"My problem is, I'm a real user of women. I move in right away and stay until the money's gone."
Edna Krabappel,"I'm a smart woman, but I make bad choices."
Edna Krabappel,Okay. Here's a set of house keys and my ATM card.
Waylon Smithers,"Um, I was married once, but uh, I just didn't know how to keep it together."
,
Smithers's Wife,"C'mon, Waylon. Make love to me the way you used to."
Waylon Smithers,No.
Smithers's Wife,"It's that horrible Mr. Burns, isn't it?"
Waylon Smithers,You leave Mr. Burns out of this! You!
C. Montgomery Burns,Smithers!
C. Montgomery Burns,Smithers!
Waylon Smithers,"Mr. Simpson, are you listening?"
Waylon Smithers,Simpson!
Homer Simpson,"Huh? Yeah, I was listening. Very funny."
Moe Szyslak,You were not! You were just eating a damn orange!
Homer Simpson,"Uh, yes, yes. To the untrained eye I'm eating an orange. But to the eye that has brains, I am making a point about marriage. For you see, marriage is a lot like an orange."
Homer Simpson,"First you have the skin, then the sweet, sweet innards."
Apu Nahasapeemapetilon,I don't understand.
Homer Simpson,Okay. But then we've got to get to work.
Groundskeeper Willie,"If I wanted to see a man eat an orange, I would have taken the orange eating class."
,
Hans Moleman,The eating of an orange is a lot like a good marriage...
Grampa Simpson,Just eat the damn oranges!
Carl's Wife,This is terrible.
Edna Krabappel,Unbelievable.
Groundskeeper Willie,Let's get out of here.
Seymour Skinner,He's a horrible excuse for an educator.
Homer Simpson,I told Marge this wouldn't work the other night in bed.
Class,"In bed? / ""What wouldn't work?"""
Moe Szyslak,"So something wasn't working in bed, huh?"
Homer Simpson,"No, that's not what I meant. Marge and I always talk things over in bed. Like the other night we were fighting about money."
Seymour Skinner,"Ooh, a fight."
Moe Szyslak,"Trouble in paradise, huh? DERISIVE LAUGH)"
Homer Simpson,I was telling Marge that we could save some money if she only dyed her hair once a month.
Edna Krabappel,Marge dyes her hair?
Homer Simpson,Oh yeah. She's been gray as a mule since she was seventeen.
Sideshow Mel,"C'mon, tell us more!"
,
Homer Simpson,I went on for hours and they were hanging on my every word. I really think I was born to teach.
Chief Wiggum,"All right Simpson, you were warned about teasing the box."
Homer Simpson,
SQUEAKY-VOICED TEENAGER,Wait! I need closure on that anecdote.
,
Apu Nahasapeemapetilon,"Uh, Mrs. Simpson, it may interest you to know we are having a sale on blue dye number fifty-two. It is your hair color, I believe."
Marge Simpson,Whatever do you mean? I don't dye my hair...
Moe Szyslak,"Nah, nah, nah, you got it wrong, Pu. She's blue fifty-six."
Marge Simpson,I don't know what you're talking about.
Edna Krabappel,We just love your husband's class.
Marge Simpson,That's nice.
,
Homer Simpson,"Come on, Marge. Let me in! There's crickets out here."
Marge Simpson,"Homer, I really don't like you telling personal secrets in your class."
Homer Simpson,"Marge, I didn't tell 'em personal stuff."
Marge Simpson,Today at the Kwik-E-Mart everybody knew I dyed my hair.
Homer Simpson,"Oh, you mean about you. All right, maybe I said some things -- some personal things. But, you should have seen 'em, Marge. They really wanted to hear what I had to say."
Marge Simpson,"Mm-hmm. I'm happy about that. But, I think you can be a good teacher and still respect our privacy."
Homer Simpson,"Look, Marge, you don't know what it's like. I'm the one there everyday, putting his ass on the line. And I'm not out of order. You're out of order. The whole freakin' system is out of order. You want the truth? You want the truth? You can't handle the truth. 'Cause when you reach over and put your hand into a pile of goo that was your best friend's face, you'll know what to do. Forget it, Marge - it's Chinatown."
Marge Simpson,"Homer, don't ever tell them personal stuff about me again."
Homer Simpson,Yes ma'am.
,
Homer Simpson,"Now what is a wedding? Well, Webster's Dictionary describes a wedding as: 'The process of removing weeds from one's garden.'"
Moe Szyslak,Tell us more about you and Marge.
Homer Simpson,"This is a place of learning, not a house of... hearing about things."
Carl's Wife,Guess he's run out of stories.
Seymour Skinner,What a rip off.
Otto Mann,I can't believe I paid ten thousand dollars for this course! What the heck was that lab fee for?
Homer Simpson,"No, wait! Uh, uh, wait!... I, yes! I do have a story about two other young marrieds."
Everyone,"Oh, all right. / Okay."
Homer Simpson,"Now, the wife of this couple has an interesting quirk in the bedroom. It seems she goes wild with desire if her husband nibbles on her elbow."
Edna Krabappel,We need names!
Homer Simpson,"Well let's just call 'em uh, ""Mr. X"" and ""Mrs. Y."" So anyway, Mr. X would say, 'Marge, If this doesn't get your motor running, my name isn't Homer J. Simpson.'"
,
Marge Simpson,"Homer, don't you have to get to class?"
Homer Simpson,"Not tonight, Marge. Tonight we can eat a nice, leisurely dinner at home."
Marge Simpson,"Oh, well that will be..."
,
Bart Simpson,
Marge Simpson,What the darn...?
Homer Simpson,"Marge, you'll never guess what. My whole class is here. They're going to observe the human peep show that is our lives."
Sideshow Mel,Apparently that disturbing odor was the food.
Homer Simpson,"So, little Lisa, apple of my eye. How are things down at the ol' schoolhouse?"
Lisa Simpson,I find this demeaning and embarrassing beyond my worst nightmares.
Homer Simpson,And how's my little major leaguer? Catch any Junebugs today?
Bart Simpson,"Well, me and Milhouse took some mail from a mail truck and threw it down the sewer."
Homer Simpson,"Son, I know you meant well, but that wasn't the right thing to do."
Bart Simpson,What the hell are you talkin' about? You're the one who double dared us.
Homer Simpson,Why you little...
Marge Simpson,Homer!
Bart Simpson,I'm outta here!
Lisa Simpson,Me too.
Homer Simpson,"Well, now that the little ones have toddled off to bed..."
Marge Simpson,I want this to end now!
Moe Szyslak,"Hey, Homer, why don't you just nibble her elbow. That always melts her butter, right?"
Marge Simpson,All right. Okay. Everybody out!
Apu Nahasapeemapetilon,"Ooh, she's gotta have it."
Marge Simpson,Get out! Get out! Get out!
Homer Simpson,"All right, we're breaking early tonight, class. For tomorrow, you should read pages seven through eighteen in Lisa's diary."
Marge Simpson,"You, too."
Homer Simpson,Huh?
Marge Simpson,Get out!
Homer Simpson,But I'm not in the cla...
,
Otto Mann,Is any of this gonna be on the test? 'Cause I wasn't paying attention.
,
Homer Simpson,"Okay, Marge, things were said, mistakes were made. Let's end this madness and get on with our lives."
Marge Simpson,"You just don't get it, do you, Homer? You told personal things about our lives even after you promised you wouldn't. I can't trust you anymore."
Homer Simpson,"But, I learned my lesson. It'll never happen again."
Ned Flanders,"Hey, Homer, what's the big brouhaha? Ha."
Homer Simpson,"Aw, Marge is throwing me out for blabbing about her elbow thing."
Homer Simpson,"Honey, the door blew shut! Oh. Fine. That's what you want? You got it. This scene is gettin' old, man. I'm hittin' the road. Maybe I'll drop you a line someday from wherever I wind up in this crazy old world."
,
,
Marge Simpson,"Kids, your father and I are going through a really tough time right now. And I don't know what's going to happen, but just remember that both your mom and your dad love you very very much."
Bart Simpson,"Wow, I've never seen Mom so mad at Homer before."
Lisa Simpson,"I'll tell you a secret, Bart. Every time I'm worried about Mom and Dad, I go to the attic and add to my ball of string."
,
Snowball II,
,
Bart Simpson,"Earth base, this is commander Bart McCool. We are under attack by the Zorrinid Brain Changers! Quickly, into the safety dome, Milbot!"
Milhouse Van Houten,"Affirmative, humanoid."
Homer Simpson,"Don't mind me boys, just scrubbing my undies."
Milhouse Van Houten,"Sorry, Bart, your dad kinda blew the fantasy. I only like it when I'm pretend scared."
Homer Simpson,"Keep up the rough-housing, son. Without a strong male presence in the house, you could turn sissy overnight. Oh, these stubborn grass stains."
,
Homer Simpson,"Oh, good, Reverend Lovejoy will make Marge take me back. He has to push the sanctity of marriage or his God will punish him."
,
Rev. Timothy Lovejoy,Get a divorce.
Helen Lovejoy,Mm hm.
Marge Simpson,"But, isn't that a sin?"
Rev. Timothy Lovejoy,"Mm Marge, just about everything is a sin. Y'ever sat down and read this thing? Technically, we're not allowed to go to the bathroom."
,
,
Marge Simpson,
,
Homer Simpson,"Good night, Marge."
Homer Simpson,Why didn't I take a picture? I had ten years to take a picture.
,
Marge Simpson,Funny... the way everything reminds me of Homer.
Homer Simpson,"I love you... Will you marry me, Marge?... You mean I'm gonna be a daddy?... I hope we'll always be together... together... together..."
Homer Simpson,Together?
,
,
Lisa Simpson,"Here, Dad. I brought you some nice..."
Homer Simpson,"Good news, Lisa. I don't need your mother anymore. I've created a replacement that's superior to her in almost every way."
Lisa Simpson,"Dad, that's just a plant."
Homer Simpson,"Lisa, you will respect your new mother. Now give her a kiss. Kisss herrr."
Homer Simpson,"OhmyGodohmyGodohmyGod. All right, let's get our stories straight. She tripped, right?"
Lisa Simpson,"Look, I brought you some nice pudding."
Homer Simpson,"Ah, your flesh mother used to bring me pudding. Oh, I miss Marge. Lisa you're smart. Help me trick her into taking me back."
Lisa Simpson,"Dad, you can't trick somebody into loving you. There's a reason two people come together and stay together. There's something they give each other that nobody else can give them. If you want to get Mom back, you just have to remember what you give her that nobody else can."
Homer Simpson,I'll pay you forty dollars if you think of it for me.
Lisa Simpson,No.
Homer Simpson,"Okay, thirty."
Lisa Simpson,"Good luck, Dad."
Homer Simpson,"All right, brain. It's all up to you. If you don't think of what it is, we'll lose Marge forever."
Moe Szyslak,"Oh, hi-hi, Marge. I heard you and Homer broke up so, um, I'm declaring my intentions to move in on his territory. Here, I uh, brung you some posies."
Marge Simpson,"Oh my. I'm very flattered, but I'm not really interested."
Moe Szyslak,"Geez, I come here, I get dressed up all nice-like, put my heart on the line and I make a fool of myself Oh boy, I'm gonna start bawling, here."
Marge Simpson,Why don't you come inside for a drink of water?
Moe Szyslak,'Kay.
Moe Szyslak,"Clean house, no silverfish... I coulda been very happy here."
Moe Szyslak,Homer!
Homer Simpson,"Moe, what are you doing here?"
Moe Szyslak,"I uh, well... I never touched her, Homer. Homer, I swear, I never touched her."
Marge Simpson,"Here's your water, Moe."
Moe Szyslak,"I didn't ask her for no water. She's lying, Homer, she's lyin'. She told me you were dead. That's the only reason I... I didn't do nothin'!"
Homer Simpson,"Bye, Moe!"
Marge Simpson,"Homer, what happened to you?"
Homer Simpson,"Marge, I figured out what I can give you that no one else can."
Homer Simpson,A bouquet of po...
Homer Simpson,I give up. I don't deserve to live with you.
Homer Simpson,My tattered rags are caught on your coffee table.
Marge Simpson,"Oh, here, let me help you."
Homer Simpson,"Wait a minute! Wait, that's it! I know now what I can offer you that no one else can. Complete and utter dependence."
Marge Simpson,"Homer, that's not a good thing."
Homer Simpson,"Are you kidding? It's a wondrous, marvelous thing. Marge, I need you more than anyone else on this entire planet could possibly ever need you. I need you to take care of me, to put up with me, and most of all, I need you to love me, because I love you."
Marge Simpson,"But, how do I know I can trust you?"
Homer Simpson,"Marge, look at me! We've been separated for a day, and I'm as dirty as a Frenchman. In another few hours, I'll be dead. I can't afford to lose your trust again."
Marge Simpson,"I must admit, you really do make a gal feel needed."
,
,
,
Homer Simpson,It's great to be indoors with my family.
Lisa Simpson,"I'm really glad you're back, Dad. I knew you could do it. Now don't screw it up."
Bart Simpson,"Look, Dad. I missed you so much, I couldn't concentrate in school and I got an ""F""."
Homer Simpson,"Hey, this is dated two weeks ago."
Bart Simpson,"Oh, sorry. Here's a fresh one."
Marge Simpson,"And I have a special present for you, but I'll give it to you later tonight."
Homer Simpson,Special present?! I don't wanna wait! I want it now! I want the children to see. Oh. Right. Later.
Moe Szyslak,"So Marge, are you really happy, really?"
Homer Simpson,"Hey, Moe!"
,
Hans Moleman,"Well, you're certainly doing your job today, Mr. Sun."
Hans Moleman,Oh rats.
,
,
Tour Guide,And here we have the world famous Beatles exactly as they looked performing on the Ed Sullivan Show.
Seymour Skinner,I hardly think it's fair to be charged full price. I'm up to my knees in the original cast of M*A*S*H.
,
Musician,SUNSHINE ON MY SHOULDERS MAKES ME HAPPY...
,
,
Bart Simpson,"Homer, my hat goes off to you."
Homer Simpson,"It's cool in here, boy. For the rest of the summer, we can live inside the refrigerator."
Marge Simpson,"Homer, the fridge wasn't meant to be used this way. Although I must say, it's certainly refreshing."
Homer Simpson,I got the idea when I noticed the refrigerator was cold.
Marge Simpson,Won't this overload the motor?
Homer Simpson,"Marge, can you set the oven to cold?"
,
Man,Ice cream! Ice cream!
Man,"I'm all out of ice cream! It's true, you know. Ice cream! Ice Cream! Fresh out of ice cream!"
Another Man,"Chili! Red hot, Texas-style chili! And we got ginger ale! Boiling hot, Texas-style ginger ale! Texas!"
